source,source_row,source_col,method,metric,train,dataset,value,status
April29.csv,6,22,compare_sdv_categorical,test_f1_macro_end,synthetic,Covertype,0.4798331316582189,Methods indicate different test-set versions
April29.csv,6,23,compare_sdv_categorical,test_f1_macro_end,synthetic,MNIST12,0.7961158189656352,Promising; unbound generator/split provenance
April29.csv,6,24,compare_sdv_categorical,test_f1_macro_end,synthetic,MNIST28,0.8069919844070228,Promising; unbound generator/split provenance
April29.csv,6,32,compare_sdv_categorical,test_f1_macro_max,synthetic,Adult,0.7184464297183154,Historical; test scaling and test maxima
April29.csv,6,33,compare_sdv_categorical,test_f1_macro_max,synthetic,Census,0.718724086,Adult duplicate; do not count independently
April29.csv,6,34,compare_sdv_categorical,test_f1_macro_max,synthetic,Census_Kdd,0.7182413689267395,Routes to Census/Adult; not verified KDD
April29.csv,6,35,compare_sdv_categorical,test_f1_macro_max,synthetic,Covertype,0.4805055294556291,Methods indicate different test-set versions
April29.csv,6,36,compare_sdv_categorical,test_f1_macro_max,synthetic,MNIST12,0.7990654773892916,Promising; unbound generator/split provenance
April29.csv,6,37,compare_sdv_categorical,test_f1_macro_max,synthetic,MNIST28,0.8168666543037244,Promising; unbound generator/split provenance
April29.csv,6,45,compare_sdv_categorical,test_f1_micro_end,synthetic,Adult,0.7608650010497585,Historical; test scaling and test maxima
April29.csv,6,46,compare_sdv_categorical,test_f1_micro_end,synthetic,Census,0.7589754356498005,Adult duplicate; do not count independently
April29.csv,6,47,compare_sdv_categorical,test_f1_micro_end,synthetic,Census_Kdd,0.7590804115053538,Routes to Census/Adult; not verified KDD
April29.csv,6,48,compare_sdv_categorical,test_f1_micro_end,synthetic,Covertype,0.6312229460513068,Methods indicate different test-set versions
April29.csv,6,49,compare_sdv_categorical,test_f1_micro_end,synthetic,MNIST12,0.8007,Promising; unbound generator/split provenance
April29.csv,6,50,compare_sdv_categorical,test_f1_micro_end,synthetic,MNIST28,0.8084,Promising; unbound generator/split provenance
April29.csv,6,58,compare_sdv_categorical,test_f1_micro_max,synthetic,Adult,0.7624396388830569,Historical; test scaling and test maxima
April29.csv,6,59,compare_sdv_categorical,test_f1_micro_max,synthetic,Census,0.7606550493386521,Adult duplicate; do not count independently
April29.csv,6,60,compare_sdv_categorical,test_f1_micro_max,synthetic,Census_Kdd,0.76013017,Routes to Census/Adult; not verified KDD
April29.csv,6,61,compare_sdv_categorical,test_f1_micro_max,synthetic,Covertype,0.6316876500606697,Methods indicate different test-set versions
April29.csv,6,62,compare_sdv_categorical,test_f1_micro_max,synthetic,MNIST12,0.8034,Promising; unbound generator/split provenance
April29.csv,6,63,compare_sdv_categorical,test_f1_micro_max,synthetic,MNIST28,0.8183,Promising; unbound generator/split provenance
April29.csv,7,19,compare_sdv_gaussian,test_f1_macro_end,synthetic,Adult,0.5979305848299343,Historical; test scaling and test maxima
April29.csv,7,20,compare_sdv_gaussian,test_f1_macro_end,synthetic,Census,0.599631069,Adult duplicate; do not count independently
April29.csv,7,21,compare_sdv_gaussian,test_f1_macro_end,synthetic,Census_Kdd,0.5966279574314135,Routes to Census/Adult; not verified KDD
April29.csv,7,22,compare_sdv_gaussian,test_f1_macro_end,synthetic,Covertype,0.3609857698298801,Methods indicate different test-set versions
April29.csv,7,23,compare_sdv_gaussian,test_f1_macro_end,synthetic,MNIST12,0.3978987848435641,Promising; unbound generator/split provenance
April29.csv,7,24,compare_sdv_gaussian,test_f1_macro_end,synthetic,MNIST28,0.3638834597293214,Promising; unbound generator/split provenance
April29.csv,7,32,compare_sdv_gaussian,test_f1_macro_max,synthetic,Adult,0.6298398821077321,Historical; test scaling and test maxima
April29.csv,7,33,compare_sdv_gaussian,test_f1_macro_max,synthetic,Census,0.6410265615489957,Adult duplicate; do not count independently
April29.csv,7,34,compare_sdv_gaussian,test_f1_macro_max,synthetic,Census_Kdd,0.6366511029849886,Routes to Census/Adult; not verified KDD
April29.csv,7,35,compare_sdv_gaussian,test_f1_macro_max,synthetic,Covertype,0.3651602464704934,Methods indicate different test-set versions
April29.csv,7,36,compare_sdv_gaussian,test_f1_macro_max,synthetic,MNIST12,0.4018261464037401,Promising; unbound generator/split provenance
April29.csv,7,37,compare_sdv_gaussian,test_f1_macro_max,synthetic,MNIST28,0.4015969845857017,Promising; unbound generator/split provenance
April29.csv,7,45,compare_sdv_gaussian,test_f1_micro_end,synthetic,Adult,0.7855343271047659,Historical; test scaling and test maxima
April29.csv,7,46,compare_sdv_gaussian,test_f1_micro_end,synthetic,Census,0.7862691580936385,Adult duplicate; do not count independently
April29.csv,7,47,compare_sdv_gaussian,test_f1_micro_end,synthetic,Census_Kdd,0.7855343271047659,Routes to Census/Adult; not verified KDD
April29.csv,7,48,compare_sdv_gaussian,test_f1_micro_end,synthetic,Covertype,0.4508231284906586,Methods indicate different test-set versions
April29.csv,7,49,compare_sdv_gaussian,test_f1_micro_end,synthetic,MNIST12,0.4826,Promising; unbound generator/split provenance
April29.csv,7,50,compare_sdv_gaussian,test_f1_micro_end,synthetic,MNIST28,0.3788,Promising; unbound generator/split provenance
April29.csv,7,58,compare_sdv_gaussian,test_f1_micro_max,synthetic,Adult,0.7964518160823011,Historical; test scaling and test maxima
April29.csv,7,59,compare_sdv_gaussian,test_f1_micro_max,synthetic,Census,0.8003359227377703,Adult duplicate; do not count independently
April29.csv,7,60,compare_sdv_gaussian,test_f1_micro_max,synthetic,Census_Kdd,0.7989712366155785,Routes to Census/Adult; not verified KDD
April29.csv,7,61,compare_sdv_gaussian,test_f1_micro_max,synthetic,Covertype,0.4531380429076702,Methods indicate different test-set versions
April29.csv,7,62,compare_sdv_gaussian,test_f1_micro_max,synthetic,MNIST12,0.4868,Promising; unbound generator/split provenance
April29.csv,7,63,compare_sdv_gaussian,test_f1_micro_max,synthetic,MNIST28,0.4051,Promising; unbound generator/split provenance
April29.csv,8,19,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,Adult,0.7172054947855945,Historical; test scaling and test maxima
April29.csv,8,20,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,Census,0.7279380377241917,Adult duplicate; do not count independently
April29.csv,8,21,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,Census_Kdd,0.7283041707884634,Routes to Census/Adult; not verified KDD
April29.csv,8,22,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,Covertype,0.4855231191601863,Methods indicate different test-set versions
April29.csv,8,23,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,MNIST12,0.7946713220102058,Promising; unbound generator/split provenance
April29.csv,8,24,compare_sdv_pca_gmm,test_f1_macro_end,synthetic,MNIST28,0.76696388,Promising; unbound generator/split provenance
April29.csv,8,32,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,Adult,0.7335438573780975,Historical; test scaling and test maxima
April29.csv,8,33,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,Census,0.7385048971654855,Adult duplicate; do not count independently
April29.csv,8,34,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,Census_Kdd,0.7373800995114624,Routes to Census/Adult; not verified KDD
April29.csv,8,35,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,Covertype,0.4977414989490513,Methods indicate different test-set versions
April29.csv,8,36,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,MNIST12,0.799049102,Promising; unbound generator/split provenance
April29.csv,8,37,compare_sdv_pca_gmm,test_f1_macro_max,synthetic,MNIST28,0.7768115553102355,Promising; unbound generator/split provenance
April29.csv,8,45,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,Adult,0.746903212,Historical; test scaling and test maxima
April29.csv,8,46,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,Census,0.7608650010497585,Adult duplicate; do not count independently
April29.csv,8,47,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,Census_Kdd,0.7617048078941844,Routes to Census/Adult; not verified KDD
April29.csv,8,48,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,Covertype,0.6879770746022048,Methods indicate different test-set versions
April29.csv,8,49,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,MNIST12,0.7994,Promising; unbound generator/split provenance
April29.csv,8,50,compare_sdv_pca_gmm,test_f1_micro_end,synthetic,MNIST28,0.7685,Promising; unbound generator/split provenance
April29.csv,8,58,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,Adult,0.7672685282385051,Historical; test scaling and test maxima
April29.csv,8,59,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,Census,0.774721814,Adult duplicate; do not count independently
April29.csv,8,60,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,Census_Kdd,0.7732521520050388,Routes to Census/Adult; not verified KDD
April29.csv,8,61,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,Covertype,0.6941042830219529,Methods indicate different test-set versions
April29.csv,8,62,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,MNIST12,0.8035,Promising; unbound generator/split provenance
April29.csv,8,63,compare_sdv_pca_gmm,test_f1_micro_max,synthetic,MNIST28,0.7781,Promising; unbound generator/split provenance
April29.csv,9,19,compare_sdv_rf,test_f1_macro_end,synthetic,Adult,0.7424405782154562,Historical; test scaling and test maxima
April29.csv,9,20,compare_sdv_rf,test_f1_macro_end,synthetic,Census,0.7482532033108433,Adult duplicate; do not count independently
April29.csv,9,21,compare_sdv_rf,test_f1_macro_end,synthetic,Census_Kdd,0.7445281070104595,Routes to Census/Adult; not verified KDD
April29.csv,9,22,compare_sdv_rf,test_f1_macro_end,synthetic,Covertype,0.6303536041873461,Methods indicate different test-set versions
April29.csv,9,23,compare_sdv_rf,test_f1_macro_end,synthetic,MNIST12,0.873409404,Promising; unbound generator/split provenance
April29.csv,9,24,compare_sdv_rf,test_f1_macro_end,synthetic,MNIST28,0.8711462608676582,Promising; unbound generator/split provenance
April29.csv,9,32,compare_sdv_rf,test_f1_macro_max,synthetic,Adult,0.7687176324771305,Historical; test scaling and test maxima
April29.csv,9,33,compare_sdv_rf,test_f1_macro_max,synthetic,Census,0.7743844958620149,Adult duplicate; do not count independently
April29.csv,9,34,compare_sdv_rf,test_f1_macro_max,synthetic,Census_Kdd,0.7742031118438276,Routes to Census/Adult; not verified KDD
April29.csv,9,35,compare_sdv_rf,test_f1_macro_max,synthetic,Covertype,0.6304821161853542,Methods indicate different test-set versions
April29.csv,9,36,compare_sdv_rf,test_f1_macro_max,synthetic,MNIST12,0.8750969956702879,Promising; unbound generator/split provenance
April29.csv,9,37,compare_sdv_rf,test_f1_macro_max,synthetic,MNIST28,0.8749029796028042,Promising; unbound generator/split provenance
April29.csv,9,45,compare_sdv_rf,test_f1_micro_end,synthetic,Adult,0.8359227377703128,Historical; test scaling and test maxima
April29.csv,9,46,compare_sdv_rf,test_f1_micro_end,synthetic,Census,0.834138148,Adult duplicate; do not count independently
April29.csv,9,47,compare_sdv_rf,test_f1_micro_end,synthetic,Census_Kdd,0.8328784379592694,Routes to Census/Adult; not verified KDD
April29.csv,9,48,compare_sdv_rf,test_f1_micro_end,synthetic,Covertype,0.7799196234176399,Methods indicate different test-set versions
April29.csv,9,49,compare_sdv_rf,test_f1_micro_end,synthetic,MNIST12,0.8749,Promising; unbound generator/split provenance
April29.csv,9,50,compare_sdv_rf,test_f1_micro_end,synthetic,MNIST28,0.8706,Promising; unbound generator/split provenance
April29.csv,9,58,compare_sdv_rf,test_f1_micro_max,synthetic,Adult,0.8410665546924208,Historical; test scaling and test maxima
April29.csv,9,59,compare_sdv_rf,test_f1_micro_max,synthetic,Census,0.8422212891035062,Adult duplicate; do not count independently
April29.csv,9,60,compare_sdv_rf,test_f1_micro_max,synthetic,Census_Kdd,0.842116313,Routes to Census/Adult; not verified KDD
April29.csv,9,61,compare_sdv_rf,test_f1_micro_max,synthetic,Covertype,0.7808920595853808,Methods indicate different test-set versions
April29.csv,9,62,compare_sdv_rf,test_f1_micro_max,synthetic,MNIST12,0.8766,Promising; unbound generator/split provenance
April29.csv,9,63,compare_sdv_rf,test_f1_micro_max,synthetic,MNIST28,0.8744,Promising; unbound generator/split provenance
April29.csv,10,19,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,Adult,0.7128734645945641,Historical; test scaling and test maxima
April29.csv,10,20,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,Census,0.7121166376799553,Adult duplicate; do not count independently
April29.csv,10,21,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,Census_Kdd,0.7127147230312312,Routes to Census/Adult; not verified KDD
April29.csv,10,22,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,Covertype,0.490489877,Methods indicate different test-set versions
April29.csv,10,23,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,MNIST12,0.8093031026565743,Promising; unbound generator/split provenance
April29.csv,10,24,compare_sdv_tvae_categoricalNB,test_f1_macro_end,synthetic,MNIST28,0.8285627200954797,Promising; unbound generator/split provenance
April29.csv,10,32,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,Adult,0.713755799,Historical; test scaling and test maxima
April29.csv,10,33,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,Census,0.7139286074592206,Adult duplicate; do not count independently
April29.csv,10,34,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,Census_Kdd,0.7138453212749053,Routes to Census/Adult; not verified KDD
April29.csv,10,35,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,Covertype,0.4906651132544689,Methods indicate different test-set versions
April29.csv,10,36,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,MNIST12,0.8129681964715146,Promising; unbound generator/split provenance
April29.csv,10,37,compare_sdv_tvae_categoricalNB,test_f1_macro_max,synthetic,MNIST28,0.8322378836697109,Promising; unbound generator/split provenance
April29.csv,10,45,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,Adult,0.7535166911610329,Historical; test scaling and test maxima
April29.csv,10,46,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,Census,0.7525719084610539,Adult duplicate; do not count independently
April29.csv,10,47,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,Census_Kdd,0.7535166911610329,Routes to Census/Adult; not verified KDD
April29.csv,10,48,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,Covertype,0.6347,Methods indicate different test-set versions
April29.csv,10,49,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,MNIST12,0.812,Promising; unbound generator/split provenance
April29.csv,10,50,compare_sdv_tvae_categoricalNB,test_f1_micro_end,synthetic,MNIST28,0.831,Promising; unbound generator/split provenance
April29.csv,10,58,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,Adult,0.7543564980054588,Historical; test scaling and test maxima
April29.csv,10,59,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,Census,0.7546714255721184,Adult duplicate; do not count independently
April29.csv,10,60,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,Census_Kdd,0.754986353,Routes to Census/Adult; not verified KDD
April29.csv,10,61,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,Covertype,0.635,Methods indicate different test-set versions
April29.csv,10,62,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,MNIST12,0.8154,Promising; unbound generator/split provenance
April29.csv,10,63,compare_sdv_tvae_categoricalNB,test_f1_micro_max,synthetic,MNIST28,0.8347,Promising; unbound generator/split provenance
April29.csv,11,19,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,Adult,0.6002747859716371,Historical; test scaling and test maxima
April29.csv,11,20,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,Census,0.6003994756881593,Adult duplicate; do not count independently
April29.csv,11,21,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,Census_Kdd,0.6026063810156576,Routes to Census/Adult; not verified KDD
April29.csv,11,22,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,Covertype,0.3733258450846893,Methods indicate different test-set versions
April29.csv,11,23,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,MNIST12,0.3980041428599746,Promising; unbound generator/split provenance
April29.csv,11,24,compare_sdv_tvae_gaussianNB,test_f1_macro_end,synthetic,MNIST28,0.4371185760014226,Promising; unbound generator/split provenance
April29.csv,11,32,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,Adult,0.6342046824960796,Historical; test scaling and test maxima
April29.csv,11,33,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,Census,0.6395166837847434,Adult duplicate; do not count independently
April29.csv,11,34,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,Census_Kdd,0.6335335057306133,Routes to Census/Adult; not verified KDD
April29.csv,11,35,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,Covertype,0.379948622,Methods indicate different test-set versions
April29.csv,11,36,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,MNIST12,0.4038516591998338,Promising; unbound generator/split provenance
April29.csv,11,37,compare_sdv_tvae_gaussianNB,test_f1_macro_max,synthetic,MNIST28,0.4407853126919483,Promising; unbound generator/split provenance
April29.csv,11,45,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,Adult,0.7862691580936385,Historical; test scaling and test maxima
April29.csv,11,46,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,Census,0.7861641822380853,Adult duplicate; do not count independently
April29.csv,11,47,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,Census_Kdd,0.787003989,Routes to Census/Adult; not verified KDD
April29.csv,11,48,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,Covertype,0.4586,Methods indicate different test-set versions
April29.csv,11,49,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,MNIST12,0.4731,Promising; unbound generator/split provenance
April29.csv,11,50,compare_sdv_tvae_gaussianNB,test_f1_micro_end,synthetic,MNIST28,0.5138,Promising; unbound generator/split provenance
April29.csv,11,58,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,Adult,0.7981314297711526,Historical; test scaling and test maxima
April29.csv,11,59,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,Census,0.7994961158933446,Adult duplicate; do not count independently
April29.csv,11,60,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,Census_Kdd,0.7976065504933865,Routes to Census/Adult; not verified KDD
April29.csv,11,61,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,Covertype,0.4608,Methods indicate different test-set versions
April29.csv,11,62,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,MNIST12,0.4778,Promising; unbound generator/split provenance
April29.csv,11,63,compare_sdv_tvae_gaussianNB,test_f1_micro_max,synthetic,MNIST28,0.5165,Promising; unbound generator/split provenance
April29.csv,12,19,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,Adult,0.7052208652116598,Historical; test scaling and test maxima
April29.csv,12,20,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,Census,0.7004852002408257,Adult duplicate; do not count independently
April29.csv,12,21,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,Census_Kdd,0.6966824844551529,Routes to Census/Adult; not verified KDD
April29.csv,12,22,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,Covertype,0.3975439148479092,Methods indicate different test-set versions
April29.csv,12,23,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,MNIST12,0.8104642601352893,Promising; unbound generator/split provenance
April29.csv,12,24,compare_sdv_tvae_pca_gmm,test_f1_macro_end,synthetic,MNIST28,0.8304517528435943,Promising; unbound generator/split provenance
April29.csv,12,32,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,Adult,0.7291849478767339,Historical; test scaling and test maxima
April29.csv,12,33,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,Census,0.726899842,Adult duplicate; do not count independently
April29.csv,12,34,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,Census_Kdd,0.722083823,Routes to Census/Adult; not verified KDD
April29.csv,12,35,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,Covertype,0.4345079476952128,Methods indicate different test-set versions
April29.csv,12,36,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,MNIST12,0.8134890539953397,Promising; unbound generator/split provenance
April29.csv,12,37,compare_sdv_tvae_pca_gmm,test_f1_macro_max,synthetic,MNIST28,0.831846886,Promising; unbound generator/split provenance
April29.csv,12,45,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,Adult,0.7300021,Historical; test scaling and test maxima
April29.csv,12,46,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,Census,0.7243334033172371,Adult duplicate; do not count independently
April29.csv,12,47,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,Census_Kdd,0.71960949,Routes to Census/Adult; not verified KDD
April29.csv,12,48,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,Covertype,0.6692,Methods indicate different test-set versions
April29.csv,12,49,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,MNIST12,0.813,Promising; unbound generator/split provenance
April29.csv,12,50,compare_sdv_tvae_pca_gmm,test_f1_micro_end,synthetic,MNIST28,0.833,Promising; unbound generator/split provenance
April29.csv,12,58,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,Adult,0.7613898803275246,Historical; test scaling and test maxima
April29.csv,12,59,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,Census,0.756875919,Adult duplicate; do not count independently
April29.csv,12,60,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,Census_Kdd,0.7508922947722024,Routes to Census/Adult; not verified KDD
April29.csv,12,61,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,Covertype,0.6802,Methods indicate different test-set versions
April29.csv,12,62,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,MNIST12,0.816,Promising; unbound generator/split provenance
April29.csv,12,63,compare_sdv_tvae_pca_gmm,test_f1_micro_max,synthetic,MNIST28,0.8343,Promising; unbound generator/split provenance
April29.csv,13,19,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,Adult,0.745627614,Historical; test scaling and test maxima
April29.csv,13,20,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,Census,0.7520767058893754,Adult duplicate; do not count independently
April29.csv,13,21,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,Census_Kdd,0.7457132594898384,Routes to Census/Adult; not verified KDD
April29.csv,13,22,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,Covertype,0.5493244915691269,Methods indicate different test-set versions
April29.csv,13,23,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,MNIST12,0.9323312900535364,Promising; unbound generator/split provenance
April29.csv,13,24,compare_sdv_tvae_rf,test_f1_macro_end,synthetic,MNIST28,0.9460543310484828,Promising; unbound generator/split provenance
April29.csv,13,32,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,Adult,0.7711347277895999,Historical; test scaling and test maxima
April29.csv,13,33,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,Census,0.776525897,Adult duplicate; do not count independently
April29.csv,13,34,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,Census_Kdd,0.7767563368081146,Routes to Census/Adult; not verified KDD
April29.csv,13,35,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,Covertype,0.5519491857160768,Methods indicate different test-set versions
April29.csv,13,36,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,MNIST12,0.9330500265880256,Promising; unbound generator/split provenance
April29.csv,13,37,compare_sdv_tvae_rf,test_f1_macro_max,synthetic,MNIST28,0.9481754792743964,Promising; unbound generator/split provenance
April29.csv,13,45,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,Adult,0.8371824480369515,Historical; test scaling and test maxima
April29.csv,13,46,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,Census,0.8376023514591644,Adult duplicate; do not count independently
April29.csv,13,47,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,Census_Kdd,0.8363426411925258,Routes to Census/Adult; not verified KDD
April29.csv,13,48,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,Covertype,0.7813,Methods indicate different test-set versions
April29.csv,13,49,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,MNIST12,0.9327,Promising; unbound generator/split provenance
April29.csv,13,50,compare_sdv_tvae_rf,test_f1_micro_end,synthetic,MNIST28,0.9465,Promising; unbound generator/split provenance
